State,District,Block,Village,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,TDS,WQI,Water Quality Classification
Tamil Nadu,Tiruvallur,NA,Palavakkam (T),7.4,1030,40.37,451.4,92.3,15,55.9,340,88,29.2,76.1,33.1,0.3,1126,347.77,Unsuitable for Drinking
Tamil Nadu,Vellore,A0ICUT,Odugathur,8.17,2240,40.37,329,469,115,43,630,56,119,173,3.9,0.59,1344,552.86,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,NA,Panapakkam,8.11,996,40.37,201.3,120.7,180,2.7,260,64,63.2,40.5,13.1,0.25,1126,332.25,Unsuitable for Drinking
Tamil Nadu,Vellore,ALANGAYAM,Vellakuttai,7.83,3700,40.37,720,633,186,27,710,60,136,506,1,1.54,2220,917.47,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,POONAMALLEE,Pappanchatram,7.48,1520,40.37,305,255.6,128,15.1,530,40,104.6,103.8,8.5,0.97,1126,411.56,Unsuitable for Drinking
Tamil Nadu,Vellore,ALANGAYAM,Alangayam,7.85,2470,40.37,610,320,85,128,610,64,109,301,7.6,1.52,1482,626.6,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,POONAMALLEE,Pattabiram,7.68,2240,40.37,878.4,252.1,187,5.9,280,10,62,413.4,15.7,0.39,1126,563.08,Unsuitable for Drinking
Tamil Nadu,Vellore,ALANGAYAM,Kavalur,7.79,1792,40.37,464,228,155,70,580,48,112,189,6.2,1.53,1075,462.89,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,GUMMIDIPOONDI,Periyapalyam,7.47,1425,40.37,500.2,191.7,11.5,48.4,310,60,38.9,180,30.1,0.42,1126,408.53,Unsuitable for Drinking
Tamil Nadu,Vellore,ALANGAYAM,Peddur Dw,7.78,824,40.37,305,100,36,0.68,300,68,32,73,5.1,1.5,494,213.67,Very Poor yet Drinkable
Tamil Nadu,Tiruvallur,POONDI,PLACEPALAYAM,7.45,325,40.37,103.7,56.8,42,1.3,380,48,14.6,3.4,14.5,0.57,1126,221.78,Very Poor yet Drinkable
Tamil Nadu,Vellore,THIRUPATHUR,Perambattu,7.88,1373,40.37,390,206,77,1.3,480,64,78,122,8.6,1.55,823,348.52,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,MINJUR,Ponneri dw,7.58,945,40.37,292.8,120.7,72,9.6,290,76,24.3,94.2,8.5,0.3,1126,325.49,Unsuitable for Drinking
Tamil Nadu,Vellore,KANDHILI,Kandili,7.74,2960,40.37,256,555,131,179,770,124,112,302,15,0.94,1776,730.68,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,PUZHAL,Pulal,7.49,750,40.37,158.6,99.4,142,1.2,280,48,38.9,72.7,2.2,1.26,1126,293.77,Very Poor yet Drinkable
Tamil Nadu,Krish0giri,MATHUR,Mattur,7.6,2640,40.37,464,405,78,181,770,136,105,249,9.1,0.98,1584,663.19,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,MINJUR,Pulicat,7.57,2690,40.37,634.4,376.3,218,2.9,300,60,36.5,367.2,178,0.9,1126,615.67,Unsuitable for Drinking
Tamil Nadu,Krish0giri,BARGUR,Mahadeva Gollahalli,6.52,1450,40.37,415,256,19,0.44,380,100,32,162,15,1.09,870,367.05,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,SHOLAVARAM,Redhills,7.18,540,40.37,244,78.1,12,11.1,240,88,4.9,38,17.2,0.1,1126,262.32,Very Poor yet Drinkable
Tamil Nadu,Krish0giri,KAVERIPATTA0M,Tattarhalli,7.17,2570,40.37,525,377,114,50,770,164,88,209,47,1.21,1542,638.24,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,MINJUR,Sangaibedu,7.79,3390,40.37,1000.4,475.7,282,38.8,340,84,31.6,642,156,0.84,1126,763.48,Unsuitable for Drinking
Tamil Nadu,Krish0giri,KAVERIPATTA0M,Panneswara Madam,7.32,3270,40.37,512,597,85,114,790,168,90,303,89,0.93,1962,809.82,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,POONAMALLEE,Tirumazhisai,7.24,1125,40.37,268.4,35.5,201,20,220,52,21.9,110.3,4.5,0.6,1126,351.74,Unsuitable for Drinking
Tamil Nadu,Krish0giri,SHOOLAGIRI,Sulagiri,7.94,1856,40.37,110,327,94,248,370,44,63,231,3.6,0.73,1113,472.93,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,MINJUR,Tirupalavanam,7.44,3250,40.37,353.8,562,418,21.9,740,144,92.4,381.3,7,0.54,1126,694.09,Unsuitable for Drinking
Tamil Nadu,Krish0giri,KELAMANGALAM,Kawthalam,7.66,940,40.37,305,93,102,0.49,330,88,27,80,3.8,0.85,564,244.98,Very Poor yet Drinkable
Tamil Nadu,Tiruvallur,TIRUTHANI,Tiruttani,7.4,1240,40.37,353.8,234.3,102,4.1,410,84,48.6,130,3,1.02,1126,379.58,Unsuitable for Drinking
Tamil Nadu,Krish0giri,BARGUR,Bargur,7.55,1933,40.37,464,320,328,1.7,510,68,83,229,15,1.2,1159,511.54,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,THIRUVALANGADU,Tiruvalangadu,7.37,1681,40.37,634.4,198.8,142,31.8,600,92,90,143.8,4.2,0.84,1126,461.88,Unsuitable for Drinking
Tamil Nadu,Vellore,MADHANUR,Alankuppam,6.64,4100,40.37,378,953,170,146,1240,184,190,440,24,0.97,2460,1016.74,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,NA,Tiruvallur,7.44,2430,40.37,378.2,376.3,170,155.8,480,100,55.9,272.8,2.8,1.02,1126,568.12,Unsuitable for Drinking
Tamil Nadu,Vellore,MADHANUR,Sangilikuppam,7,5660,40.37,281,1259,482,287,1210,192,180,793,2.8,1.15,3396,1420.65,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,MINJUR,Tiruvellavoyal,7.6,1240,40.37,183,205.9,93,26.3,250,28,43.8,98.8,61.1,0.72,1126,362.79,Unsuitable for Drinking
Tamil Nadu,Vellore,KATPADI,Katpadi,7.47,1840,40.37,439,292,135,58,440,72,63,265,7.6,0.99,1104,476.23,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,ELLAPURAM,Uthukottai1,7.43,1046,40.37,390.4,134.9,12,27,340,92,26.8,72.7,8.4,0.48,1126,342.13,Unsuitable for Drinking
Tamil Nadu,Vellore,WALLAJAH,Lalpet,8.21,1622,40.37,293,263,115,71,440,104,44,211,2.5,0.63,973,415.2,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,SRIPERUMBUDUR,Valasai Vettikadu OW,7.47,632,40.37,142,125,15,12.5,340,80,24.3,0.5,13.6,0.46,1126,266.4,Very Poor yet Drinkable
Tamil Nadu,Dindigul,VADAMADURAI,Ayyalur,7.76,1536,40.37,329,291,64,12,480,76,70,175,8.3,0.86,921,386.7,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,VILLIVAKKAM,Veerapuram,7.24,960,40.37,317.2,184.6,36,2,560,96,77.8,6.7,13.7,0.78,1126,327.63,Unsuitable for Drinking
Tamil Nadu,Dindigul,SA0RPATTI,Vadamadurai,7.74,1810,40.37,183,405,100,65,570,128,61,160,8.5,0.7,1086,452.24,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,SHOLAVARAM,Veeraraghapuram,7.2,1220,40.37,320,134.9,160,17,400,88,43.8,96.5,43.8,0.8,1126,374.63,Unsuitable for Drinking
Tamil Nadu,Dindigul,VADAMADURAI,Thamaraipadi,8.33,426,66,79,18,12,2.3,96,32,3.9,40,4.2,1.37,255,100.45,Poor
Tamil Nadu,Tiruvallur,VILLIVAKKAM,Vellanur,7.06,705,40.37,210,171,12,17.1,360,56,53.5,15,13.6,0.62,1126,285.11,Very Poor yet Drinkable
Tamil Nadu,Dindigul,VEDASANDUR,Sundarapuri,7.92,6100,40.37,329,1863,30,136,1420,244,197,732,6.8,1.6,3660,1492.73,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,PALLIPATTU,Velliagram,7.31,830,40.37,244,78.1,88,8.7,290,76,43.8,21.1,12.5,0.81,1126,302.78,Unsuitable for Drinking
Tamil Nadu,Dindigul,VEDASANDUR,Vaivespuram,7.62,1551,40.37,256,298,147,60,550,84,83,121,21,0.7,930,398.63,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,ELLAPURAM,Vengal,7.46,630,40.37,207.4,92.3,32,26.9,240,48,29.2,46,3.3,0.18,1126,273.28,Very Poor yet Drinkable
Tamil Nadu,Dindigul,GIJILIYAMPARAI,Guzilamparai,8.23,1153,40.37,232,192,79,85,240,48,29,137,39,0.62,691,302.23,Unsuitable for Drinking
Tamil Nadu,Tiruvallur,MINJUR,Voyalur,7.56,1220,40.37,219.6,184.6,102,3.4,270,56,31.6,103,22.4,0.48,1126,358.87,Unsuitable for Drinking
Tamil Nadu,Dindigul,GIJILIYAMPARAI,Muthampattipalayam,7.93,1790,40.37,220,376,118,63,490,76,73,164,19,0.89,1074,448.89,Unsuitable for Drinking
Tamil Nadu,Tiruvarur,MANNARGUDI,Mannargudi,7.38,1280,40.37,225.7,284,53.5,101.9,450,68,68.1,105.7,9.3,0.37,1126,384.57,Unsuitable for Drinking
Tamil Nadu,Dindigul,GIJILIYAMPARAI,Servaikaranpatti,7.86,2180,40.37,171,142,751,27,960,132,153,172,15,1.13,1308,573.96,Unsuitable for Drinking
Tamil Nadu,Tiruvarur,KODAVASAL,Nannilam,7.6,840,40.37,256.2,120.7,67.4,7.8,360,68,46.2,32.4,3.4,0.37,1126,305.98,Unsuitable for Drinking
Tamil Nadu,Dindigul,GIJILIYAMPARAI,Idayapatti,8.54,729,30,37,132,67,1,110,18,16,85,18,0.84,437,176.09,Poor
Tamil Nadu,Tiruvarur,NEEDAMANGALAM,Needamangalam,7.59,1281,40.37,439.3,184.6,69.5,2,400,52,65.7,114.4,6.7,0.71,1126,381.41,Unsuitable for Drinking
Tamil Nadu,Dindigul,VEDASANDUR,P.Alagapuri,7.79,3010,40.37,85,953,30,85,1190,188,175,135,13,1.33,1806,731.28,Unsuitable for Drinking
Tamil Nadu,Tiruvarur,MANNARGUDI,Pangal,7.4,4140,40.37,475.9,894.6,198.7,66.1,1130,92,218.9,379.7,87,0.98,1126,821.5,Unsuitable for Drinking
Tamil Nadu,Dindigul,DINDIGUL,Chattarapatti pz,8.06,694,40.37,92,89,20,125,335,50,51,20,8.4,0.3,416,181.14,Poor
Tamil Nadu,Tiruvarur,KODAVASAL,Peralam,8.13,1179,40.37,323.4,198.8,78.1,3.3,240,20,46.2,175.9,1.5,1,1126,363.07,Unsuitable for Drinking
Tamil Nadu,Dindigul,DINDIGUL,Dindigul1,8.71,1306,120,268,128,50,1.1,195,20,35,151,138,0.13,783,320.15,Unsuitable for Drinking
Tamil Nadu,Tiruvarur,NA,Thillaivilagam,7.64,1075,40.37,366.1,142,70.4,40,300,52,41.4,110.8,22.3,0.07,1126,353.47,Unsuitable for Drinking
Tamil Nadu,Dindigul,ODDANCHATRAM,Oddanchatram1,7.66,2300,40.37,134,441,151,200,960,100,173,122,3.4,0.86,1380,573.24,Unsuitable for Drinking
Tamil Nadu,Trichy,MUSIRI,Amur,7.32,807,40.37,213.5,127.8,39.2,11.2,250,60,24.3,44.7,36.6,0.45,1126,297.92,Very Poor yet Drinkable
Tamil Nadu,Dindigul,ODDANCHATRAM,Oodanchatram,8.1,1364,40.37,317,213,66,77,420,60,66,162,1.5,0.85,818,352.03,Unsuitable for Drinking
Tamil Nadu,Trichy,LALGUDI,Angarai,7.43,668,40.37,183,85.2,71.7,2.3,150,48,7,53.2,50.1,0.04,1126,278.22,Very Poor yet Drinkable
Tamil Nadu,Dindigul,ODDANCHATRAM,Chattrapatti,7.9,1510,40.37,195,256,120,154,790,148,102,70,2.9,0.7,906,392.39,Unsuitable for Drinking
Tamil Nadu,Trichy,MANIKANDAM,Chattirapatti,7.72,801,40.37,341.7,92.3,35.1,0.5,310,96,17,41,14.9,0.55,1126,303.68,Unsuitable for Drinking
Tamil Nadu,Dindigul,PALANI,Palani2,8.05,1233,40.37,451,163,60,1.2,535,50,100,86,5,1.14,739,317.78,Unsuitable for Drinking
Tamil Nadu,Trichy,MARUNGAPURI,Chinnagowdanpatti,7.52,1637,40.37,366.1,319.5,38.8,136.2,700,160,73,42.2,20.3,0.68,1126,446.06,Unsuitable for Drinking
Tamil Nadu,Dindigul,TOPPAMPATTI,Thumbalapatti,7.94,933,40.37,232,75,29,157,425,82,54,49,6.3,1.08,559,248.69,Very Poor yet Drinkable
Tamil Nadu,Trichy,THURAIYUR,Kannanurpalayam,7.69,930,40.37,347.8,120.7,66.7,7,290,72,26.8,99.1,15.7,1.23,1126,328.09,Unsuitable for Drinking
Tamil Nadu,Dindigul,TOPPAMPATTI,Thoppampatti,7.9,1687,40.37,232,270,89,220,570,116,68,140,30,1.28,1012,440.78,Unsuitable for Drinking
Tamil Nadu,Trichy,LALGUDI,Kattur,7.45,1660,40.37,414.9,319.5,43.8,8.1,470,100,53.5,138.9,18.9,1.2,1126,436.56,Unsuitable for Drinking
Tamil Nadu,Dindigul,ODDANCHATRAM,Palakanthu,7.92,1285,40.37,244,234,54,92,530,72,85,71,5.4,0.6,771,328.88,Unsuitable for Drinking
Tamil Nadu,Trichy,MANACHANALLUR,Kollidam Karai,7.55,915,40.37,329.5,142,60,6,380,76,46.2,44.3,18.7,0.7,1126,323.56,Unsuitable for Drinking
Tamil Nadu,Dindigul,REDDIYARCHATRAM,Reddiarchattram,8.01,948,40.37,195,135,23,106,440,62,69,45,8.4,0.62,568,244.89,Very Poor yet Drinkable
Tamil Nadu,Trichy,UPPILIYAPURAM,Koppampatti,7.32,2240,40.37,475.9,305.3,222.8,99,820,156,104.6,110.5,3.4,0.27,1126,541.92,Unsuitable for Drinking
Tamil Nadu,Dindigul,REDDIYARCHATRAM,Reddiarchattram,8.47,1447,84,488,121,44,19,260,30,45,195,15,4.2,868,365.04,Unsuitable for Drinking
Tamil Nadu,Trichy,VAIYAMPATTY,Kovilpatty,7.4,3430,40.37,292.8,816.5,198.4,0.5,930,208,99.7,296.5,30.9,0.48,1126,703.95,Unsuitable for Drinking
Tamil Nadu,Dindigul,DINDIGUL,Dindigul2,7.95,3160,40.37,378,697,180,54,820,152,107,315,52,0.88,1896,785.24,Unsuitable for Drinking
Tamil Nadu,Trichy,MANIKANDAM,Lic Colony Kk Nagar,7.35,1655,40.37,421,269.8,129.4,0.2,480,140,31.6,139.1,15.1,0.62,1126,442.13,Unsuitable for Drinking
Tamil Nadu,Dindigul,ATTUR,Gandhigram,8.65,744,60,85,121,49,16,220,20,41,84,5.3,0.34,446,182.49,Poor
Tamil Nadu,Trichy,MANACHANALLUR,Manachanallur,7.47,1827,40.37,451.5,333.7,122.4,13.9,510,68,82.7,165.3,27.4,0.2,1126,470.6,Unsuitable for Drinking
Tamil Nadu,Dindigul,ATTUR,Pittalaipatti,8.31,1394,84,305,178,57,66,490,56,85,171,7.7,1.21,836,352.61,Unsuitable for Drinking
Tamil Nadu,Trichy,MANAPPARAI,Manaparai,7.53,1686,40.37,414.9,255.6,163.4,78.4,610,144,60.8,109.7,21.2,0.5,1126,458.67,Unsuitable for Drinking
Tamil Nadu,Dindigul,ATTUR,Siddayamkottai,8.2,1289,40.37,366,342,84,23,450,72,66,140,19,0.27,773,347.07,Unsuitable for Drinking
Tamil Nadu,Trichy,MANAPPARAI,Manaparai II,7.4,1619,40.37,396.6,241.4,165,53.8,470,136,31.6,158.1,17.5,0.34,1126,446.13,Unsuitable for Drinking
Tamil Nadu,Dindigul,ATTUR,Chitterivu pz,8.1,1340,40.37,476,128,168,27,430,60,68,183,1.3,1.48,804,359.17,Unsuitable for Drinking
Tamil Nadu,Trichy,ANDANALLUR,Mudaliarchatram,7.42,7750,40.37,610.1,1519.4,300,396.5,2250,720,109.5,566,23.2,0.56,1126,1396.58,Unsuitable for Drinking
Tamil Nadu,Dindigul,KODAIKA0L,Perumal Malai,8.6,338,24,12,64,2.6,36,110,24,12,29,3.1,0.08,202,83.92,Good
Tamil Nadu,Trichy,MUSIRI,Musiri2,7.49,1520,40.37,341.7,262.7,77.9,4.9,280,68,26.8,133.9,99.2,0.15,1126,414.4,Unsuitable for Drinking
Tamil Nadu,Theni,THENI,Theni2,8.75,784,18,12,132,55,64,110,30,8.5,82,78,0.56,470,196.28,Poor
Tamil Nadu,Trichy,MANAPPARAI,Muthupandiyanpatti,7.49,1291,40.37,323.4,255.6,58.2,3,460,100,51.1,68.6,16.4,0.93,1126,377.8,Unsuitable for Drinking
Tamil Nadu,Theni,THENI,Kodangipatti,8.73,1691,120,208,178,70,104,310,24,61,185,58,1.48,1014,411.61,Unsuitable for Drinking
Tamil Nadu,Trichy,ANDANALLUR,Oodathurai Odakarai,7.6,1332,40.37,506.4,184.6,40,17.9,390,76,48.6,150.6,25.7,0.65,1126,395.96,Unsuitable for Drinking
Tamil Nadu,Theni,UTTAMAPALAIYAM,Uttamapalayam,7.73,222,40.37,92,14,5,0.1,100,32,5,6,2.6,0.51,133,57.36,Good
Tamil Nadu,Trichy,UPPILIYAPURAM,Ookaeri,7.49,1534,40.37,317.3,134.9,77.1,312.8,630,148,63.2,54.9,2.9,1.44,1126,442.56,Unsuitable for Drinking
Tamil Nadu,Theni,KAMBAM,Cumbum,7.62,1040,40.37,384,82,20,25,250,32,41,114,32,1.19,624,265.85,Very Poor yet Drinkable
Tamil Nadu,Trichy,MUSIRI,Peramangalam,7.47,3550,40.37,579.6,532.5,283.6,235.8,580,116,70.5,380.4,186.2,1.14,1126,768.46,Unsuitable for Drinking
Tamil Nadu,Theni,KAMBAM,Surelipatti pz,6.5,3840,40.37,195,768,121,595,1550,284,204,267,1.5,0.89,2304,986.84,Unsuitable for Drinking
Tamil Nadu,Trichy,MUSIRI,Pulivalam,7.1,3350,40.37,488.1,511.2,296.8,331.5,1030,256,94.9,280,7,0.88,1126,744.01,Unsuitable for Drinking
Tamil Nadu,Theni,THENI,Veerapandi,8.01,1046,40.37,525,64,6,15,385,88,40,77,42,0.94,627,276.21,Very Poor yet Drinkable
Tamil Nadu,Trichy,PULLAMPADY,Pullambadi,7.49,1652,40.37,457.6,198.8,67.9,255.6,450,68,68.1,202.7,5.7,0.72,1126,468.53,Unsuitable for Drinking
Tamil Nadu,Theni,MAYILADUMPARAI,Myladumparai dw,9.42,651,66,31,85,50,4.9,115,12,21,85,0.95,0.81,390,153.53,Poor
Tamil Nadu,Trichy,LALGUDI,Pullambadi1,7.12,4740,40.37,671.1,1050.8,200,20,1010,184,133.8,573.6,67.7,0.33,1126,926.39,Unsuitable for Drinking
Tamil Nadu,Theni,MAYILADUMPARAI,Varusandu pz,8.27,1120,40.37,354,114,101,5.4,460,52,80,77,5.4,1.19,672,287.03,Very Poor yet Drinkable
Tamil Nadu,Trichy,ANDANALLUR,Puttur-Thennur,7.64,1007,40.37,274.5,149.1,48,31,300,56,38.9,69,27.8,0.36,1126,332.74,Unsuitable for Drinking
Tamil Nadu,Theni,MAYILADUMPARAI,Balakombai,8.37,790,42,256,50,12,40,305,28,57,64,1.5,1.55,474,199.16,Poor
Tamil Nadu,Trichy,LALGUDI,Samayapuram,7.55,948,40.37,317.3,163.3,24.9,5.4,320,56,43.8,74.7,17.3,0.61,1126,324.53,Unsuitable for Drinking
Tamil Nadu,Theni,ANDIPATTI,Andipatti2,9.07,1000,72,128,103,76,111,275,12,60,94,17,0.9,600,253.82,Very Poor yet Drinkable
Tamil Nadu,Trichy,MANIKANDAM,Sembattu,7.63,2500,40.37,536.9,497,36.4,0.7,700,128,92.4,203.4,17.7,1.21,1126,562.54,Unsuitable for Drinking
Tamil Nadu,Madurai,TIRUMANGALAM,Chekkanoorani pz,7.94,2170,40.37,256,448,76,66,430,96,46,285,3.3,0.55,1302,536.2,Unsuitable for Drinking
Tamil Nadu,Trichy,MANACHANALLUR,Siruganur,7.5,1985,40.37,475.9,326.6,164.6,43.1,540,92,75.4,206.3,5.7,0.82,1126,501.29,Unsuitable for Drinking
Tamil Nadu,Madurai,TIRUPARANKUNRAM,M.K.University,7.79,1040,40.37,342,85,120,23,430,68,63,85,4.5,0.9,624,272.93,Very Poor yet Drinkable
Tamil Nadu,Trichy,MANACHANALLUR,Sirukambur,7.39,2620,40.37,597.9,355,146.2,199.7,470,112,46.2,250.4,141.8,0.57,1126,617.36,Unsuitable for Drinking
Tamil Nadu,Madurai,VADIPATTI,Vadipatti dw,7.84,2050,40.37,488,285,83,142,520,64,88,210,97,1.24,1230,530.17,Unsuitable for Drinking
Tamil Nadu,Trichy,ANDANALLUR,Srirangam,7.6,779,40.37,256.2,134.9,42,0.2,310,48,46.2,47.7,17.2,0.36,1126,296.82,Very Poor yet Drinkable
Tamil Nadu,Madurai,MADURAI WEST,Kadavoor,7.77,940,40.37,342,114,42,42,510,84,73,32,6.9,0.69,564,247.74,Very Poor yet Drinkable
Tamil Nadu,Trichy,LALGUDI,Thatchankurichi,7.62,1236,40.37,427.1,149.1,98,18.6,300,92,17,124.5,85.9,0.81,1126,383.62,Unsuitable for Drinking
Tamil Nadu,Madurai,TIRUPARANKUNRAM,Madurai New College Ho,7.86,1570,40.37,305,285,62,35,490,52,88,164,11,0.33,942,392.75,Unsuitable for Drinking
Tamil Nadu,Trichy,THATHAIYANGARPETTAI,Thathayangarpet,7.5,1972,40.37,396.6,340.8,165.4,162.8,840,224,68.1,82,17,0.17,1126,512.27,Unsuitable for Drinking
Tamil Nadu,Madurai,TIRUPARANKUNRAM,Madurai Rly Colony,8.46,1500,48,214,213,57,134,440,20,95,169,5.4,0.39,900,376.76,Unsuitable for Drinking
Tamil Nadu,Trichy,MANACHANALLUR,Thiruvallarai,7.53,2490,40.37,677.2,397.6,103.6,0.3,580,104,77.8,139.6,232.7,0.02,1126,578.99,Unsuitable for Drinking
Tamil Nadu,Madurai,TIRUPARANKUNRAM,Valayankulam,8.49,650,72,98,85,10,32,210,40,27,66,1.3,0.93,390,159.17,Poor
Tamil Nadu,Trichy,THOTTIAM,Thottiyam,7.4,1184,40.37,341.7,220.1,43.8,5.2,390,108,29.2,81.6,21.6,0.38,1126,363.67,Unsuitable for Drinking
Tamil Nadu,Madurai,TIRUPARANKUNRAM,Eliyarpathi,8.08,1759,40.37,122,469,8,87,740,152,88,110,3,0.92,1055,434.13,Unsuitable for Drinking
Tamil Nadu,Trichy,THIRUVERAMBUR,Thuvakkudi,7.55,1159,40.37,268.4,262.7,52.9,19.5,430,88,51.1,80.3,2.4,0.62,1126,359.6,Unsuitable for Drinking
Tamil Nadu,Madurai,KALLUPATTI,Kolluveeranpatti pz,7.9,1770,40.37,500,263,246,2,435,38,83,199,14,1.58,1062,464.7,Unsuitable for Drinking
Tamil Nadu,Trichy,THIRUVERAMBUR,Tiruchchirappalli1,7.5,1936,40.37,353.9,411.8,90,0.4,670,68,121.6,155.9,25.8,0.33,1126,476.3,Unsuitable for Drinking
Tamil Nadu,Madurai,SEDAPATTI,Peraiyur pz,8.08,480,40.37,238,18,28,0.11,255,24,47,17,2,0.21,288,125.8,Poor
Tamil Nadu,Trichy,ANDANALLUR,Tiruvanaikovil,7.69,321,40.37,109.8,56.8,14.5,0.7,120,20,17,15.8,17.4,0.1,1126,218.05,Very Poor yet Drinkable
Tamil Nadu,Madurai,SEDAPATTI,Sedapatti,8.76,2290,132,256,277,270,95,590,40,119,314,5,1.57,1374,572.11,Unsuitable for Drinking
Tamil Nadu,Trichy,ANDANALLUR,Tiruvasi,7.74,2480,40.37,640.6,284,232.6,36.6,380,76,46.2,243.9,182,0.65,1126,585.19,Unsuitable for Drinking
Tamil Nadu,Madurai,MADURAI EAST,Kallandri1,7.82,921,40.37,244,132,69,35,265,84,13,64,4,1.14,552,238.93,Very Poor yet Drinkable
Tamil Nadu,Trichy,THATHAIYANGARPETTAI,Tumbalam,7.63,1893,40.37,561.3,248.5,110.2,52.4,640,176,48.6,150.3,28.3,0.37,1126,488.76,Unsuitable for Drinking
Tamil Nadu,Madurai,TIRUPARANKUNRAM,Thirumogur,7.91,1508,40.37,421,245,38,56,410,50,69,160,11,1.53,904,386.21,Unsuitable for Drinking
Tamil Nadu,Trichy,MARUNGAPURI,Tuvarankuruchi,7.48,2520,40.37,457.6,582.2,29.5,2.7,710,136,90,203.4,25.9,0.51,1126,565.67,Unsuitable for Drinking
Tamil Nadu,Madurai,TIRUPARANKUNRAM,Melamadai,7.74,1396,40.37,275,263,23,101,465,70,71,95,17,1.05,837,355.42,Unsuitable for Drinking
Tamil Nadu,Trichy,UPPILIYAPURAM,Uppiliyapuram,7.42,2040,40.37,506.4,262.7,188.6,115.4,780,124,114.3,115.6,3.9,0.83,1126,515.38,Unsuitable for Drinking
Tamil Nadu,Madurai,TIRUPARANKUNRAM,Madurai south,7.85,4160,40.37,451,946,174,188,610,68,107,624,9.3,0.41,2496,1041.64,Unsuitable for Drinking
Tamil Nadu,Trichy,VAIYAMPATTY,Vaiyampatty,7.41,1878,40.37,280.6,383.4,123.9,68.5,690,200,46.2,105,19.9,0.52,1126,476.57,Unsuitable for Drinking
Tamil Nadu,Madurai,TIRUPARANKUNRAM,Thirupallai,7.65,1630,40.37,634,248,48,40,470,56,80,209,4.6,0.59,978,431.18,Unsuitable for Drinking
Tamil Nadu,Trichy,MULANUR,Valadi,7.36,1059,40.37,311.2,149.1,98,17.9,360,76,41.4,90.4,2.7,0.46,1126,346.54,Unsuitable for Drinking
Tamil Nadu,Theni,PERIYAKULAM,Vadugapatti,7.5,3100,40.37,207,797,82,137,1270,200,187,72,8.9,0.47,1860,756.78,Unsuitable for Drinking
Tamil Nadu,Trichy,MANACHANALLUR,Vengankudi,7.39,1206,40.37,305.1,191.7,101.7,4.1,460,132,31.6,72.9,10.8,0.95,1126,367.25,Unsuitable for Drinking
Tamil Nadu,VIRUDHU0GAR,ARUPUKKOTTAI,Tamilpadi,7.5,1395,40.37,244,188,29,253,480,98,57,120,6.7,0.86,837,370.61,Unsuitable for Drinking
Tamil Nadu,Tuticorin,THIRUCHENDUR,ARUMUGANERI,7.7,1636,40.37,707.6,276.5,131,9,540,40,106.9,184.5,78.1,1.08,1126,469.26,Unsuitable for Drinking
Tamil Nadu,VIRUDHU0GAR,VIRUDHU0GAR,Sevalpatti,7.68,3040,40.37,195,640,251,197,1390,296,158,130,24,0.66,1824,766.57,Unsuitable for Drinking
Tamil Nadu,Tuticorin,KARUNGULAM,Devachayalpuram,7.4,1308,40.37,164.7,212.7,87,25,375,116,20.7,95,12.3,0.43,1126,370.07,Unsuitable for Drinking
Tamil Nadu,VIRUDHU0GAR,SIVAKASI,Vadapatti,7.7,1325,40.37,195,167,300,28,470,38,91,127,2.8,1.42,795,346.55,Unsuitable for Drinking
Tamil Nadu,Tuticorin,OTTAPIDARAM,Eppodumvendram,7.5,4570,40.37,366,475,692,78,530,128,51,436.2,237.6,1.51,1126,890.78,Unsuitable for Drinking
Tamil Nadu,VIRUDHU0GAR,SIVAKASI,Sivakasi2,7.6,2730,40.37,220,676,46,67,980,168,136,233,9,0.42,1638,665.41,Unsuitable for Drinking
Tamil Nadu,Tuticorin,KOVILPATTI,Ettayapuram,7.6,950,40.37,244,78,130,22,320,52,46.2,77.4,3.8,1.13,1126,324.51,Unsuitable for Drinking
Tamil Nadu,VIRUDHU0GAR,SIVAKASI,Vilampatti,7.75,3330,40.37,317,533,523,109,730,128,100,413,34,2.4,1998,849.12,Unsuitable for Drinking
Tamil Nadu,Tuticorin,KAYATHAR,Kadambur pz (T),7.1,1247,40.37,317.2,134.7,127,52,510,84,72.9,46.7,30.2,0.47,1126,375.76,Unsuitable for Drinking
